run_id,model,phase,prompt_idx,prompt_short,t_start_mono,t_end_mono,duration_ms,tokens_per_sec,prompt_tokens,prompt_tokens_per_sec,gen_tokens,gpu_mean_w,gpu_peak_w,gpu_energy_j,cpu_mean_pct,total_tokens,j_per_token,j_per_out_token
3,gemma3:1b,load,5,Explain the difference between TCP and UDP in two sentences.,9607.873,9608.423,550,210.9,20,1620.3,66,63.070,63.070,34.710,,86,0.40360119105992265,0.5259045822902022
3,gemma3:1b,load,6,What are the main advantages of using containers over virtua,9608.438,9612.837,4398,207.8,21,1933.3,790,97.870,105.690,430.479,,811,0.5308003811303851,0.5449102646794206
3,gemma3:1b,load,7,Describe how HTTPS protects data in transit.,9613.279,9617.840,4560,208.0,17,1510.3,825,96.594,106.400,440.563,,842,0.5232343321777325,0.5340161305377585
3,gemma3:1b,load,8,What is gradient descent and why is it used in machine learn,9618.118,9623.502,5383,207.3,22,1629.9,965,99.324,106.000,534.702,,987,0.5417444635314996,0.5540951145135649
3,gemma3:1b,load,9,Summarise the causes of World War I in three bullet points.,9623.920,9625.103,1183,211.0,22,1852.1,190,80.340,88.430,95.083,,212,0.44850556406336906,0.5004377872707065
3,gemma3:1b,load,10,Write a Python function that checks whether a given string i,9625.538,9629.995,4457,207.9,29,2367.7,802,97.849,106.470,436.157,,831,0.5248579693670012,0.5438366241196734
3,gemma3:1b,load,11,Explain how a transformer neural network works. Cover attent,9630.279,9637.795,7516,207.2,27,2271.4,1372,102.091,106.630,767.319,,1399,0.5484765406871339,0.559270175234184
3,gemma3:1b,load,12,Write a short story (about 200 words) about a robot who disc,9638.248,9639.775,1526,208.3,32,2500.2,250,81.000,90.390,123.679,,282,0.43857923246786357,0.49471737422375006
3,gemma3:1b,load,13,List and briefly explain ten common software design patterns,9639.838,9644.500,4661,202.9,26,2292.0,823,101.416,105.580,472.798,,849,0.5568878786921562,0.5744809343981052
3,gemma3:1b,load,14,Describe the pros and cons of renewable energy sources: sola,9644.597,9651.727,7130,195.0,28,2590.6,1235,101.820,105.440,726.017,,1263,0.5748356054191269,0.5878683155015039
0,gemma3:4b,idle,-1,IDLE_BASELINE,9699.115,9719.472,20356,0,0,0,0,16.589,17.170,337.700,,0,0,0
1,gemma3:4b,load,0,What is the capital of France?,9719.473,9720.388,915,80.1,16,55.7,31,17.835,18.520,16.327,,47,0.3473903451581708,0.5266885878204525
1,gemma3:4b,load,1,What year was the C programming language created?,9720.543,9722.410,1866,79.4,18,924.5,127,92.273,120.030,172.220,,145,1.1877257603773925,1.3560648445253696
1,gemma3:4b,load,2,Name three planets in our solar system.,9722.676,9723.583,907,80.4,17,886.9,54,96.785,104.530,87.793,,71,1.2365257706993367,1.6258024022157944
1,gemma3:4b,load,3,What is 17 multiplied by 23?,9723.764,9725.592,1828,79.5,20,1019.4,124,102.130,121.420,186.717,,144,1.2966481581435045,1.5057849578440698
1,gemma3:4b,load,4,"Who wrote the novel ""1984""?",9725.896,9726.773,876,80.5,19,990.3,52,96.210,104.630,84.330,,71,1.1877509312914236,1.621736848494059
1,gemma3:4b,load,5,Explain the difference between TCP and UDP in two sentences.,9726.960,9728.244,1284,79.8,20,982.6,83,96.620,103.070,124.073,,103,1.2045940915596012,1.4948577280799868
1,gemma3:4b,load,6,What are the main advantages of using containers over virtua,9728.537,9742.110,13572,77.3,21,1019.2,998,121.648,125.570,1651.112,,1019,1.6203253583879786,1.6544203809592688
1,gemma3:4b,load,7,Describe how HTTPS protects data in transit.,9742.226,9756.214,13987,77.2,17,893.3,1025,124.081,126.680,1735.648,,1042,1.6656886608859311,1.6933147167250149
1,gemma3:4b,load,8,What is gradient descent and why is it used in machine learn,9756.546,9770.515,13969,77.3,22,1122.4,1026,122.946,126.670,1717.434,,1048,1.6387726875124322,1.6739120628781958
1,gemma3:4b,load,9,Summarise the causes of World War I in three bullet points.,9770.966,9773.593,2626,79.3,22,1128.9,184,105.506,126.200,277.124,,206,1.34526360974362,1.5061103456912266
1,gemma3:4b,load,10,Write a Python function that checks whether a given string i,9773.597,9785.025,11428,77.7,29,1346.0,842,125.470,127.310,1433.883,,871,1.6462490824090201,1.702948872658262
1,gemma3:4b,load,11,Explain how a transformer neural network works. Cover attent,9785.392,9802.970,17578,76.8,27,1378.9,1288,123.050,126.930,2163.008,,1315,1.6448729429905955,1.6793539751806157
1,gemma3:4b,load,12,Write a short story (about 200 words) about a robot who disc,9803.261,9806.967,3706,78.4,32,1583.0,265,117.270,126.410,434.657,,297,1.4634899532633254,1.6402132683743684
1,gemma3:4b,load,13,List and briefly explain ten common software design patterns,9807.499,9818.581,11082,77.3,26,1349.3,812,121.149,126.830,1342.615,,838,1.6021664280501047,1.6534673235295416
1,gemma3:4b,load,14,Describe the pros and cons of renewable energy sources: sola,9818.594,9834.862,16267,76.6,28,1272.5,1189,125.264,127.160,2037.764,,1217,1.6744156338573872,1.713846784192128
2,gemma3:4b,load,0,What is the capital of France?,9834.982,9835.591,608,80.9,16,821.7,31,111.000,118.100,67.549,,47,1.4372118742947428,2.1789986481242876
2,gemma3:4b,load,1,What year was the C programming language created?,9836.075,9838.539,2463,79.1,18,947.1,172,102.082,126.580,251.462,,190,1.3234822636400603,1.4619862214628574
2,gemma3:4b,load,2,Name three planets in our solar system.,9838.763,9839.671,907,79.4,17,873.8,53,106.080,115.960,96.308,,70,1.37583317129089,1.817138150761553
2,gemma3:4b,load,3,What is 17 multiplied by 23?,9839.826,9841.137,1310,79.2,20,953.4,84,101.543,104.660,133.107,,104,1.2798718639527538,1.5846032601319808
2,gemma3:4b,load,4,"Who wrote the novel ""1984""?",9841.430,9842.187,756,80.4,19,976.7,42,99.705,108.730,75.469,,61,1.2371918984962378,1.7968739478159643
2,gemma3:4b,load,5,Explain the difference between TCP and UDP in two sentences.,9842.481,9843.713,1232,79.5,20,1019.6,78,93.810,106.380,115.582,,98,1.1794046774171665,1.481816133165158
2,gemma3:4b,load,6,What are the main advantages of using containers over virtua,9844.066,9857.279,13212,77.2,21,1082.3,967,122.438,126.460,1617.696,,988,1.6373444481116406,1.6729020834894528
2,gemma3:4b,load,7,Describe how HTTPS protects data in transit.,9857.801,9868.850,11049,77.6,17,884.4,813,121.059,127.070,1337.596,,830,1.6115619720695267,1.6452600698864788
2,gemma3:4b,load,8,What is gradient descent and why is it used in machine learn,9868.852,9880.701,11849,77.4,22,1141.1,870,125.410,127.290,1485.993,,892,1.665911509843503,1.7080380077935686
2,gemma3:4b,load,9,Summarise the causes of World War I in three bullet points.,9881.012,9883.431,2419,78.9,22,1144.8,168,110.254,126.560,266.716,,190,1.403770191045682,1.5875972398730926
2,gemma3:4b,load,10,Write a Python function that checks whether a given string i,9883.670,9894.748,11077,77.8,29,1466.2,816,123.431,127.510,1367.300,,845,1.6181066751631414,1.6756129172951648
2,gemma3:4b,load,11,Explain how a transformer neural network works. Cover attent,9894.862,9913.938,19075,76.8,27,1367.8,1400,125.483,127.510,2393.697,,1427,1.677432813055666,1.7097833030217395
2,gemma3:4b,load,12,Write a short story (about 200 words) about a robot who disc,9914.398,9917.969,3570,79.2,32,1629.9,257,112.467,127.540,401.534,,289,1.3893924020708646,1.5623906778150969
2,gemma3:4b,load,13,List and briefly explain ten common software design patterns,9918.103,9930.472,12369,77.4,26,1320.5,908,124.851,127.630,1544.305,,934,1.6534310119886237,1.7007759528605446
2,gemma3:4b,load,14,Describe the pros and cons of renewable energy sources: sola,9930.778,9946.117,15338,76.6,28,1421.3,1118,123.547,126.920,1895.073,,1146,1.6536416745520932,1.6950566717680668
3,gemma3:4b,load,0,What is the capital of France?,9946.567,9947.176,609,80.5,16,828.0,31,85.610,92.230,52.161,,47,1.1098003880147465,1.682600588280422
3,gemma3:4b,load,1,What year was the C programming language created?,9947.637,9950.055,2418,78.8,18,940.6,168,101.520,126.950,245.484,,186,1.3198090985649846,1.4612172162683759
3,gemma3:4b,load,2,Name three planets in our solar system.,9950.276,9951.178,902,79.9,17,822.7,53,105.795,115.630,95.433,,70,1.3633309325422025,1.8006257599613995
3,gemma3:4b,load,3,What is 17 multiplied by 23?,9951.379,9952.705,1326,78.7,20,1033.7,84,96.857,99.130,128.446,,104,1.235062022959251,1.5291244093781202
3,gemma3:4b,load,4,"Who wrote the novel ""1984""?",9952.971,9953.718,746,80.4,19,980.1,41,99.470,106.590,74.251,,60,1.2375236905128812,1.8110102787993385
3,gemma3:4b,load,5,Explain the difference between TCP and UDP in two sentences.,9954.035,9955.278,1243,79.5,20,1043.1,79,91.783,102.660,114.121,,99,1.1527399614903984,1.444572863133537
3,gemma3:4b,load,6,What are the main advantages of using containers over virtua,9955.622,9967.345,11722,77.6,21,1057.5,863,122.733,127.020,1438.709,,884,1.6274993282959054,1.6671024405719357
3,gemma3:4b,load,7,Describe how HTTPS protects data in transit.,9967.718,9980.442,12724,77.7,17,895.2,939,123.477,127.640,1571.130,,956,1.643441513731565,1.6731949809663218
3,gemma3:4b,load,8,What is gradient descent and why is it used in machine learn,9980.873,9994.165,13292,77.5,22,1044.0,977,122.667,127.050,1630.503,,999,1.6321350206898946,1.6688872934178145
3,gemma3:4b,load,9,Summarise the causes of World War I in three bullet points.,9994.649,9996.956,2306,79.0,22,1125.3,160,105.000,126.580,242.199,,182,1.330766434038756,1.5137468187190848
3,gemma3:4b,load,10,Write a Python function that checks whether a given string i,9997.284,10008.897,11612,77.6,29,1474.8,854,122.754,127.450,1425.534,,883,1.6144210911229402,1.6692433529994803
3,gemma3:4b,load,11,Explain how a transformer neural network works. Cover attent,10008.910,10029.711,20800,76.6,27,1391.6,1524,126.054,127.440,2622.018,,1551,1.6905338546504451,1.7204842575871655
3,gemma3:4b,load,12,Write a short story (about 200 words) about a robot who disc,10029.924,10033.680,3756,79.2,32,1594.7,271,118.819,128.130,446.306,,303,1.4729571084532862,1.6468856231045967
3,gemma3:4b,load,13,List and briefly explain ten common software design patterns,10034.139,10045.085,10946,78.0,26,1310.8,809,122.235,127.460,1338.046,,835,1.6024504954882177,1.653950758631226
3,gemma3:4b,load,14,Describe the pros and cons of renewable energy sources: sola,10045.173,10060.771,15597,76.6,28,1417.3,1137,124.894,126.970,1948.035,,1165,1.6721331660290646,1.713311467391258
0,gemma4:e2b,idle,-1,IDLE_BASELINE,10113.595,10133.880,20285,0,0,0,0,16.672,17.250,338.202,,0,0,0
1,gemma4:e2b,load,0,What is the capital of France?,10133.881,10135.261,1379,115.3,23,103.7,100,35.380,64.820,48.793,,123,0.396690598715807,0.48792943642044256
1,gemma4:e2b,load,1,What year was the C programming language created?,10135.484,10138.125,2640,115.7,25,1411.0,266,99.596,113.020,263.019,,291,0.903845739136921,0.9887936469505414
1,gemma4:e2b,load,2,Name three planets in our solar system.,10138.127,10139.987,1859,115.7,24,1520.5,182,106.752,113.700,198.537,,206,0.9637698459096361,1.0908603750405772
1,gemma4:e2b,load,3,What is 17 multiplied by 23?,10140.231,10143.788,3556,115.6,27,1673.4,366,105.573,115.150,375.514,,393,0.955505584973617,1.0259937018979002
1,gemma4:e2b,load,4,"Who wrote the novel ""1984""?",10143.967,10145.379,1411,116.6,26,1631.3,132,97.183,107.590,137.141,,158,0.8679820952685608,1.0389482655487319
1,gemma4:e2b,load,5,Explain the difference between TCP and UDP in two sentences.,10145.549,10148.491,2941,116.5,27,1781.7,302,107.357,116.760,315.784,,329,0.9598309389812396,1.0456436388239332
1,gemma4:e2b,load,6,What are the main advantages of using containers over virtua,10148.719,10162.598,13879,113.8,28,1764.4,1475,115.777,119.880,1606.904,,1503,1.069131020265029,1.0894263887853144
1,gemma4:e2b,load,7,Describe how HTTPS protects data in transit.,10163.019,10176.744,13725,112.9,24,1517.0,1447,114.849,118.830,1576.360,,1471,1.0716246593491792,1.089398668903001
1,gemma4:e2b,load,8,What is gradient descent and why is it used in machine learn,10177.286,10190.254,12968,112.9,29,1769.2,1360,113.270,118.850,1468.914,,1389,1.0575334508638101,1.0800837965072296
1,gemma4:e2b,load,9,Summarise the causes of World War I in three bullet points.,10190.448,10195.960,5511,113.7,29,1607.9,570,111.926,117.640,616.900,,599,1.0298827987818249,1.0822803446847598
1,gemma4:e2b,load,10,Write a Python function that checks whether a given string i,10196.256,10213.423,17166,111.5,36,2025.8,1796,115.879,119.610,1989.241,,1832,1.0858301438338849,1.107595113309397
1,gemma4:e2b,load,11,Explain how a transformer neural network works. Cover attent,10213.735,10233.763,20027,111.5,34,2118.3,2095,116.585,120.750,2334.961,,2129,1.0967405084930912,1.1145396384638622
1,gemma4:e2b,load,12,Write a short story (about 200 words) about a robot who disc,10234.328,10240.081,5753,114.2,39,2310.3,597,107.998,118.780,621.363,,636,0.9769852041796315,1.040808358221517
1,gemma4:e2b,load,13,List and briefly explain ten common software design patterns,10240.143,10248.768,8624,113.8,33,1944.9,907,115.635,118.890,997.338,,940,1.0609975077140723,1.0996005041358632
1,gemma4:e2b,load,14,Describe the pros and cons of renewable energy sources: sola,10249.141,10265.513,16371,112.2,35,2006.9,1724,116.357,120.550,1904.930,,1759,1.0829619074709522,1.10494779306346
2,gemma4:e2b,load,0,What is the capital of France?,10266.037,10267.323,1286,116.2,23,1423.9,118,83.657,94.300,107.589,,141,0.763043865419653,0.9117727544421277
2,gemma4:e2b,load,1,What year was the C programming language created?,10267.629,10270.611,2981,115.9,25,1560.2,305,106.252,118.770,316.751,,330,0.9598508472516994,1.038527146206757
2,gemma4:e2b,load,2,Name three planets in our solar system.,10270.792,10272.658,1865,116.5,24,1494.1,182,105.718,117.770,197.193,,206,0.9572492465810856,1.08347991645991
2,gemma4:e2b,load,3,What is 17 multiplied by 23?,10272.917,10280.296,7379,115.0,27,1696.3,779,113.402,118.920,836.834,,806,1.0382550867919051,1.074240821507414
2,gemma4:e2b,load,4,"Who wrote the novel ""1984""?",10280.303,10281.920,1617,116.7,26,1615.0,156,112.102,119.210,181.295,,182,0.9961264886871147,1.162147570134967
2,gemma4:e2b,load,5,Explain the difference between TCP and UDP in two sentences.,10282.422,10285.560,3138,115.9,27,1661.6,323,102.020,118.580,320.144,,350,0.9146962026763166,0.991156875965049
2,gemma4:e2b,load,6,What are the main advantages of using containers over virtua,10285.593,10299.014,13421,112.7,28,1752.8,1411,116.966,119.050,1569.839,,1439,1.0909238820135871,1.1125722652144239
2,gemma4:e2b,load,7,Describe how HTTPS protects data in transit.,10299.320,10313.406,14086,112.3,24,1511.2,1478,115.385,119.760,1625.319,,1502,1.082103073872734,1.099674436371344
2,gemma4:e2b,load,8,What is gradient descent and why is it used in machine learn,10313.561,10331.503,17942,111.9,29,1517.9,1878,116.911,119.940,2097.614,,1907,1.099954803656358,1.1169402612208064
2,gemma4:e2b,load,9,Summarise the causes of World War I in three bullet points.,10331.707,10336.400,4692,115.5,29,1834.2,489,111.732,118.650,524.324,,518,1.0122076480167592,1.072236322439021
2,gemma4:e2b,load,10,Write a Python function that checks whether a given string i,10336.463,10352.797,16333,112.4,36,1864.0,1718,117.470,120.000,1918.660,,1754,1.0938766871365873,1.1167984337820571
2,gemma4:e2b,load,11,Explain how a transformer neural network works. Cover attent,10352.894,10374.549,21655,111.5,34,2154.8,2274,118.219,120.940,2560.064,,2308,1.1092132880020853,1.1257978314462678
2,gemma4:e2b,load,12,Write a short story (about 200 words) about a robot who disc,10374.707,10380.093,5385,114.6,39,2369.7,562,114.255,119.290,615.380,,601,1.0239262477892315,1.0949816279738935
2,gemma4:e2b,load,13,List and briefly explain ten common software design patterns,10380.500,10390.000,9500,113.6,33,2063.6,1004,113.954,120.560,1082.616,,1037,1.0439884978917466,1.0783028608702603
2,gemma4:e2b,load,14,Describe the pros and cons of renewable energy sources: sola,10390.044,10406.356,16311,112.7,35,2152.1,1722,117.948,119.980,1923.950,,1757,1.095020041412691,1.117276546319453
3,gemma4:e2b,load,0,What is the capital of France?,10406.373,10408.134,1760,116.0,23,1443.1,169,110.983,118.310,195.371,,192,1.0175590627873259,1.1560434322790922
3,gemma4:e2b,load,1,What year was the C programming language created?,10408.527,10411.099,2572,115.4,25,1540.1,259,102.662,118.380,264.081,,284,0.9298618103839529,1.019616811386265
3,gemma4:e2b,load,2,Name three planets in our solar system.,10411.165,10412.942,1777,115.7,24,1502.9,173,110.058,118.730,195.578,,197,0.9927802849940388,1.1305070297330964
3,gemma4:e2b,load,3,What is 17 multiplied by 23?,10413.369,10416.021,2651,115.4,27,1669.4,267,104.257,118.330,276.478,,294,0.9404011153254577,1.0354978573246614
3,gemma4:e2b,load,4,"Who wrote the novel ""1984""?",10416.528,10418.204,1675,115.0,26,1636.9,162,93.450,117.760,156.607,,188,0.8330139740334864,0.9667075748042929
3,gemma4:e2b,load,5,Explain the difference between TCP and UDP in two sentences.,10418.660,10422.009,3348,113.6,27,1418.0,338,103.734,117.540,347.323,,365,0.951570246555806,1.0275832544167727
3,gemma4:e2b,load,6,What are the main advantages of using containers over virtua,10422.381,10436.388,14007,111.8,28,1491.4,1461,114.420,118.790,1602.778,,1489,1.0764123080859664,1.0970417020807692
3,gemma4:e2b,load,7,Describe how HTTPS protects data in transit.,10436.606,10450.017,13411,111.6,24,1305.3,1401,115.312,119.690,1546.467,,1425,1.0852397392887985,1.1038305699404267
3,gemma4:e2b,load,8,What is gradient descent and why is it used in machine learn,10450.384,10462.015,11631,113.6,29,1833.5,1232,115.415,119.610,1342.469,,1261,1.0646064482744384,1.089666177982197
3,gemma4:e2b,load,9,Summarise the causes of World War I in three bullet points.,10462.505,10467.362,4857,114.6,29,1815.8,505,107.561,118.410,522.453,,534,0.9783762401929372,1.0345602223030266
3,gemma4:e2b,load,10,Write a Python function that checks whether a given string i,10467.832,10481.104,13272,112.7,36,2237.1,1398,114.747,119.480,1522.966,,1434,1.0620405715982817,1.0893892558454477
3,gemma4:e2b,load,11,Explain how a transformer neural network works. Cover attent,10481.572,10504.323,22750,109.9,34,2060.5,2353,115.861,119.800,2635.943,,2387,1.1042910394133632,1.120247646017721
3,gemma4:e2b,load,12,Write a short story (about 200 words) about a robot who disc,10504.833,10509.827,4994,113.7,39,2035.6,514,107.405,117.950,536.383,,553,0.9699517686310174,1.0435473308423202
3,gemma4:e2b,load,13,List and briefly explain ten common software design patterns,10510.114,10518.068,7954,113.5,33,2002.2,837,114.130,119.400,907.814,,870,1.0434645846267272,1.0846047653826196
3,gemma4:e2b,load,14,Describe the pros and cons of renewable energy sources: sola,10518.569,10534.546,15977,112.5,35,2151.9,1684,115.809,119.800,1850.304,,1719,1.0763837747256906,1.0987551714688018
0,llama3.2:1b,idle,-1,IDLE_BASELINE,10562.765,10582.973,20208,0,0,0,0,10.951,17.340,221.306,,0,0,0
1,llama3.2:1b,load,0,What is the capital of France?,10582.974,10583.346,372,77.1,32,190.6,8,8.520,8.520,3.172,,40,0.07930702825816661,0.39653514129083306
1,llama3.2:1b,load,1,What year was the C programming language created?,10583.509,10583.810,300,175.9,34,4043.5,31,15.930,15.930,4.788,,65,0.0736547229328297,0.15443732227851387
1,llama3.2:1b,load,2,Name three planets in our solar system.,10584.054,10584.291,237,180.2,33,3962.9,21,39.970,39.970,9.476,,54,0.1754894345075344,0.45125854587651704
1,llama3.2:1b,load,3,What is 17 multiplied by 23?,10584.604,10585.026,422,174.3,34,3947.4,49,53.670,53.670,22.653,,83,0.27292940374332303,0.4623089900142003
1,llama3.2:1b,load,4,"Who wrote the novel ""1984""?",10585.151,10585.448,296,178.5,33,3765.4,31,63.600,63.600,18.852,,64,0.29456949864401166,0.608143481071508
1,llama3.2:1b,load,5,Explain the difference between TCP and UDP in two sentences.,10585.694,10586.311,616,174.8,37,4162.3,80,71.350,75.320,44.006,,117,0.3761203669343395,0.5500760366414715
1,llama3.2:1b,load,6,What are the main advantages of using containers over virtua,10586.779,10589.657,2878,172.5,37,4441.5,434,90.118,104.380,259.364,,471,0.5506668004006364,0.5976130483610593
1,llama3.2:1b,load,7,Describe how HTTPS protects data in transit.,10590.016,10592.728,2711,172.0,33,3891.2,406,94.718,103.870,256.866,,439,0.5851169375768144,0.6326757034389693
1,llama3.2:1b,load,8,What is gradient descent and why is it used in machine learn,10593.196,10596.742,3545,171.9,38,4388.7,529,94.450,103.900,334.918,,567,0.59068400499903,0.6331149921256144
1,llama3.2:1b,load,9,Summarise the causes of World War I in three bullet points.,10596.907,10598.363,1456,173.4,39,4418.9,209,92.253,96.840,134.341,,248,0.5416958582754765,0.6427778605374075
1,llama3.2:1b,load,10,Write a Python function that checks whether a given string i,10598.488,10600.464,1975,172.3,45,5119.7,288,97.660,104.230,192.969,,333,0.5794864626094343,0.6700312223921583
1,llama3.2:1b,load,11,Explain how a transformer neural network works. Cover attent,10600.610,10604.869,4259,171.9,44,5141.5,646,101.847,107.250,433.805,,690,0.6287036100793616,0.6715255277937454
1,llama3.2:1b,load,12,Write a short story (about 200 words) about a robot who disc,10605.381,10607.160,1778,173.4,46,5282.3,257,87.605,105.110,155.837,,303,0.5143143836577556,0.6063706546626457
1,llama3.2:1b,load,13,List and briefly explain ten common software design patterns,10607.503,10610.439,2936,172.9,41,4689.7,436,95.952,106.140,281.720,,477,0.5906081652457401,0.6461470064729771
